	Series1_NHBE_Mock_1	Series1_NHBE_Mock_2	Series1_NHBE_Mock_3	Series1_NHBE_SARS-CoV-2_1	Series1_NHBE_SARS-CoV-2_2	Series1_NHBE_SARS-CoV-2_3	Series9_NHBE_Mock_1	Series9_NHBE_Mock_2	Series9_NHBE_Mock_3	Series9_NHBE_IAV_1	Series9_NHBE_IAV_2	Series9_NHBE_IAV_3
MFRP	0	0	0	0	0	0	0	0	0	0	0	0
USP2	27	33	54	27	22	87	19	13	20	106	18	31
THY1	12	11	10	11	8	19	0	0	1	6	0	4
TRIM29	5587	5430	7669	5651	4767	14086	2086	1971	2148	6477	1634	3111
OAF	445	399	499	462	455	1198	129	179	241	888	177	203
POU2F3	13	13	14	14	12	31	6	8	8	29	11	4
LOC649133	0	2	0	0	0	0	0	0	0	0	0	0
TMEM136	35	32	68	48	34	63	9	12	16	39	20	19
ARHGEF12	1897	1738	3051	1521	1603	4713	599	571	550	4577	964	1188
GRIK4	0	0	0	0	0	0	0	0	0	0	0	1
TBCEL	158	141	312	116	152	363	71	58	106	497	121	147
TECTA	5	5	12	7	7	15	1	1	1	8	0	7
SORL1	564	446	730	333	364	1016	110	87	114	808	199	200
MIR100HG	86	108	221	95	109	255	23	19	34	250	47	72
MIR125B1	0	0	0	0	0	0	0	0	0	0	0	0
BLID	0	0	5	1	0	0	0	0	0	0	0	0
MIRLET7A2	0	0	0	1	0	0	0	0	0	0	0	0
MIR100	0	0	0	0	0	0	0	0	0	0	0	0
UBASH3B	340	321	601	320	291	940	141	115	166	1407	303	211
CRTAM	1	0	4	2	0	0	5	3	0	6	1	3
BSX	0	0	0	0	0	0	0	0	0	0	0	0
LOC341056	3	1	3	1	2	2	0	1	0	5	0	0
HSPA8	25652	20647	37640	22998	24186	73161	11441	10308	13186	78969	19971	30265
CLMP	156	140	237	138	155	510	88	79	182	648	138	215
MIR4493	0	0	0	0	0	0	0	0	0	0	0	0
GRAMD1B	35	20	40	51	30	114	31	25	33	141	37	42
SCN3B	11	7	35	11	11	30	2	0	0	19	2	5
ZNF202	183	155	300	146	180	510	61	65	96	365	104	108
OR6X1	0	0	0	0	0	0	0	0	0	0	0	0
OR6M1	0	0	0	0	0	0	0	0	0	0	0	0
TMEM225	0	0	0	0	0	0	0	0	0	0	0	0
OR8D4	0	0	0	0	0	0	0	0	0	0	0	0
OR4D5	0	0	0	0	0	0	0	0	0	0	0	0
OR6T1	0	0	0	0	0	0	0	0	0	0	0	0
OR10S1	0	0	0	0	0	0	0	0	0	0	0	0
OR10G4	0	0	0	0	0	0	0	0	0	0	0	0
OR10G9	0	0	0	0	0	0	0	0	0	0	0	0
OR10G8	0	0	0	0	0	0	0	0	0	0	0	0
OR10G7	0	0	0	0	0	0	0	0	0	0	0	0
VWA5A	481	477	740	354	371	1130	118	125	168	512	90	291
OR8G1	0	0	0	0	0	0	0	0	0	0	0	0
OR8G5	0	0	0	0	0	0	0	0	0	0	0	0
OR8D1	0	0	0	0	0	0	0	0	0	0	0	0
OR8D2	0	0	0	0	0	0	0	0	0	0	0	0
OR8B2	0	0	0	0	0	0	0	0	0	0	0	0
OR8B3	0	0	0	0	0	0	0	0	0	0	0	0
OR8B4	0	0	0	0	0	0	0	0	0	0	0	0
OR8B8	0	0	0	0	0	0	0	0	0	0	0	0
OR8B12	0	0	0	0	0	0	0	0	0	0	0	0
OR8A1	0	0	0	0	0	0	0	0	0	0	0	0
PANX3	0	0	0	0	0	0	0	0	0	0	0	0
TBRG1	549	603	934	558	551	1602	208	237	306	1270	246	310
SIAE	562	514	792	408	417	1400	131	139	212	800	178	374
SPA17	226	143	282	163	163	475	21	18	36	57	27	21
NRGN	17	12	18	5	6	24	8	14	11	17	1	0
VSIG2	62	54	95	47	40	172	30	31	45	36	10	12
ESAM	2	1	4	1	0	6	1	3	2	6	2	2
MSANTD2	107	147	195	101	100	283	29	36	45	184	36	25
ROBO3	194	221	248	272	180	501	79	82	98	408	58	49
ROBO4	2	1	1	0	1	9	0	0	0	21	3	0
HEPN1	0	0	0	0	0	0	0	0	0	0	0	0
HEPACAM	0	0	0	0	0	0	0	0	0	0	0	0
CCDC15	39	32	86	13	22	71	17	12	13	44	19	10
SLC37A2	181	165	214	138	146	517	154	160	193	723	162	195
TMEM218	98	115	170	68	78	231	71	72	93	300	88	86
PKNOX2	0	0	0	0	0	9	0	1	0	1	0	0
FEZ1	784	568	953	884	889	2807	389	439	577	2807	676	424
EI24	2931	2604	4014	2290	2414	7489	1168	1265	1595	6116	1486	1682
STT3A	3278	3270	5218	2583	3136	8508	911	965	954	5625	1488	1226
CHEK1	183	131	263	134	139	496	141	142	110	735	149	84
ACRV1	0	0	0	0	0	0	0	1	0	0	1	0
PATE1	0	0	0	0	0	0	0	0	0	0	0	0
PATE2	0	0	0	0	0	0	0	0	0	0	0	0
PATE3	0	0	0	0	0	0	0	0	0	0	0	0
PATE4	0	0	0	0	0	0	0	0	0	0	0	0
HYLS1	39	28	111	38	37	100	23	20	39	162	26	21
PUS3	332	285	400	232	297	918	99	97	132	536	120	135
DDX25	1	0	1	0	0	3	0	0	0	0	0	2
CDON	36	37	52	30	32	95	7	10	12	38	20	24
RPUSD4	187	137	186	131	145	441	117	103	170	736	179	131
FAM118B	261	226	367	244	275	713	82	88	148	637	139	103
FOXRED1	164	162	226	166	180	455	148	148	188	559	132	184
TIRAP	53	42	74	46	33	114	29	29	48	113	36	28
DCPS	212	165	247	169	156	531	177	134	166	768	157	139
ST3GAL4	143	151	202	171	146	442	89	99	128	432	103	61
KIRREL3	0	0	0	0	0	0	0	1	1	2	0	0
KIRREL3-AS2	0	0	0	0	0	0	0	0	0	0	0	0
MIR3167	0	0	0	0	0	0	0	0	0	0	0	0
KIRREL3-AS3	0	0	0	0	0	2	0	0	0	0	0	0
ETS1	928	773	1661	1091	1191	3651	534	521	618	6679	1489	720
FLI1	143	130	262	160	151	460	35	32	71	218	50	45
KCNJ1	0	3	1	5	2	0	0	0	1	5	1	2
KCNJ5	68	72	85	44	53	125	6	15	11	32	13	12
C11orf45	166	158	232	106	138	318	44	38	48	262	44	86
TP53AIP1	83	101	134	51	54	169	28	27	63	79	21	81
ARHGAP32	1399	1301	1881	1205	1258	3822	292	279	237	1475	354	378
BARX2	111	117	176	105	93	309	88	93	153	372	91	76
TMEM45B	34	24	55	29	46	108	65	63	136	171	44	120
NFRKB	407	434	596	422	432	1164	209	205	249	1169	284	337
PRDM10	281	270	438	257	259	847	57	54	99	556	94	120
LINC00167	0	0	0	0	0	0	0	0	0	3	1	0
APLP2	15445	13444	20711	12242	12908	36984	4975	4951	5110	29994	7169	7047
ST14	3566	3812	5085	4342	2927	8871	1653	1668	1800	8349	1955	2632
ZBTB44	322	350	636	260	269	815	97	117	109	584	103	171
ADAMTS8	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS15	107	108	133	67	76	172	56	49	37	343	68	20
C11orf44	6	1	13	4	4	12	1	4	8	26	4	0
SNX19	1467	1390	2163	1139	1275	3471	401	388	423	2553	631	676
NTM	284	207	376	209	248	709	85	96	90	383	83	63
OPCML	0	0	7	0	0	3	1	0	1	1	0	3
SPATA19	1	6	4	0	3	0	0	0	2	0	0	0
MIR4697	0	0	0	0	0	0	0	0	0	0	0	0
IGSF9B	4	1	3	5	2	10	0	0	0	0	1	5
LOC100128239	0	0	2	1	3	0	0	0	0	0	0	0
JAM3	24	17	21	11	14	27	4	7	6	25	6	7
NCAPD3	376	333	530	325	369	982	255	249	235	895	224	311
VPS26B	540	442	876	488	452	1467	399	399	402	1433	386	394
THYN1	448	337	612	328	338	1227	164	171	217	550	136	170
ACAD8	230	166	309	220	192	657	117	124	180	549	160	219
GLB1L3	36	27	35	33	44	86	30	30	29	132	24	25
GLB1L2	111	84	137	97	91	269	32	34	43	157	37	41
B3GAT1	0	1	0	0	0	2	0	0	0	2	0	0
LOC283177	0	0	0	0	0	0	0	0	0	0	0	0
FAM138D	0	0	0	0	0	0	0	0	0	0	0	0
IQSEC3	1	1	0	2	1	0	1	0	0	0	0	0
LOC574538	0	1	9	0	1	1	0	1	1	0	0	0
SLC6A12	5	1	7	3	5	3	0	0	2	6	6	4
SLC6A13	5	5	7	3	5	15	1	1	2	3	1	4
KDM5A	1242	1061	1779	970	1048	2981	199	201	229	1509	405	367
CCDC77	84	61	109	57	90	220	55	55	56	166	44	51
B4GALNT3	75	69	105	75	67	231	91	86	86	300	62	184
NINJ2	1	0	4	4	0	1	2	4	2	9	4	3
WNK1	5263	4934	8279	3849	4343	12035	1108	1001	865	4973	1126	1976
RAD52	133	127	192	99	102	341	29	35	57	189	49	56
ERC1	1985	1517	2667	1454	1730	5106	449	376	318	2305	574	507
FBXL14	55	56	93	82	38	143	40	29	35	231	43	39
WNT5B	73	44	88	73	60	139	64	46	49	272	65	55
MIR3649	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOR2	982	882	1447	888	902	2664	528	604	600	3286	833	926
CACNA2D4	0	3	2	3	1	1	0	0	0	2	0	0
LRTM2	0	0	0	0	0	0	1	0	0	4	0	0
DCP1B	210	198	283	200	175	442	62	75	38	143	25	49
CACNA1C	0	0	0	1	0	0	0	0	0	1	0	1
CACNA1C-AS4	0	0	0	0	0	0	0	0	0	0	0	0
CACNA1C-IT3	0	0	0	0	0	0	0	0	0	0	0	0
CACNA1C-AS1	2	0	0	0	0	0	0	0	0	0	0	0
FKBP4	1997	1606	2630	1730	1916	5849	1277	1304	1589	7505	1910	2359
ITFG2	113	124	174	103	87	225	74	72	80	327	92	63
NRIP2	0	0	0	0	1	0	8	1	2	28	9	4
FOXM1	207	195	312	196	164	524	149	162	65	492	133	20
RHNO1	267	201	339	206	237	568	116	128	86	365	72	65
TULP3	433	411	674	347	385	1346	131	129	79	538	145	120
TEAD4	22	25	34	27	14	52	48	31	21	204	51	28
TSPAN9	291	309	420	253	211	700	135	127	141	727	162	213
PRMT8	3	8	11	2	2	9	3	2	4	11	8	2
PARP11	38	39	95	29	40	85	18	14	46	213	32	55
CCND2	4624	4500	7772	3623	3602	10845	1575	1822	2694	6707	1556	1833
FGF23	0	0	0	0	0	0	0	0	0	0	0	0
FGF6	0	0	0	0	0	0	0	0	0	0	1	0
C12orf4	244	244	413	197	212	542	108	111	159	891	194	226
RAD51AP1	44	22	67	28	32	78	44	46	45	179	37	19
DYRK4	202	155	298	179	192	567	112	120	139	355	76	116
AKAP3	54	26	52	29	27	134	15	8	8	49	9	25
NDUFA9	504	443	684	421	494	1468	292	322	426	1682	435	369
GALNT8	0	0	0	0	0	0	0	0	0	0	0	0
KCNA6	1	0	0	0	0	0	0	0	0	0	0	0
KCNA1	0	0	0	0	0	0	0	0	0	0	0	0
KCNA5	0	0	0	0	0	0	0	0	0	0	0	0
NTF3	0	0	2	0	0	0	0	0	0	0	0	0
ANO2	8	3	12	2	0	3	0	0	1	2	1	5
VWF	13	15	14	14	10	32	11	15	13	16	0	12
CD9	5444	4373	6269	4260	4493	10459	2887	3334	3519	9082	2284	3108
PLEKHG6	70	84	87	91	68	167	40	47	43	82	22	38
TNFRSF1A	2098	2062	2617	1946	1656	4961	822	908	971	3754	785	940
SCNN1A	5376	5375	7346	4654	4299	12031	1080	1172	962	3833	963	1056
LTBR	2158	2086	2589	2301	1910	5439	1237	1273	1580	5933	1230	1234
CD27-AS1	74	73	118	78	77	206	5	8	10	41	5	17
CD27	3	7	0	1	1	3	2	0	0	1	1	0
TAPBPL	68	73	106	65	62	143	19	36	26	80	20	24
VAMP1	82	60	103	54	46	115	14	12	8	66	8	32
MRPL51	2585	2375	4322	1869	2080	6411	485	481	643	2480	618	560
NCAPD2	913	758	1369	697	713	2090	323	345	213	1434	337	234
SCARNA10	0	0	1	1	0	7	0	0	0	0	0	0
GAPDH	72716	64055	97410	65758	57945	189586	40347	42479	45640	167029	44844	46795
IFFO1	15	5	20	11	8	18	12	10	12	41	14	2
NOP2	713	700	1101	806	741	2383	496	551	591	2743	667	559
CHD4	5692	4871	8093	4435	5025	14006	1417	1282	1072	6741	1733	1658
SCARNA11	0	0	0	1	1	0	0	0	0	0	0	0
LPAR5	143	91	203	118	96	318	116	114	134	369	98	111
ACRBP	7	15	10	3	2	12	1	0	1	10	3	0
ING4	205	154	352	141	173	450	59	66	97	239	67	110
ZNF384	637	590	871	532	546	1708	258	212	254	1132	303	309
PIANP	2	0	1	1	1	0	1	0	0	0	0	4
COPS7A	597	491	936	594	492	1556	449	423	587	2248	539	549
MLF2	4012	3831	5722	3886	3213	10041	1505	1641	1901	6797	1605	1822
PTMS	2868	2817	4066	2469	2362	7329	648	744	597	1628	534	550
LAG3	2	4	11	3	1	2	1	1	0	12	0	6
CD4	9	9	7	4	7	15	4	3	6	6	1	8
GPR162	0	0	3	0	1	1	0	0	0	0	0	1
GNB3	38	39	65	33	35	61	13	11	10	37	6	15
CDCA3	64	46	64	40	46	125	58	62	32	112	29	6
USP5	1536	1357	2046	1601	1325	4185	667	664	831	3777	880	1045
TPI1	11637	9976	15749	10277	10137	31449	5540	5583	6766	24955	6871	6370
SPSB2	88	89	106	78	60	140	52	39	78	155	33	32
RPL13P5	6	12	21	13	14	33	2	3	4	17	6	8
DSTNP2	9	8	23	8	14	25	8	3	7	49	14	12
LRRC23	111	94	143	89	76	310	25	29	31	90	38	34
ENO2	303	260	365	327	323	864	45	40	22	197	39	61
ATN1	2399	2269	3129	2514	1983	5885	734	650	580	3118	695	557
C12orf57	120	173	228	202	110	356	147	159	277	746	183	143
PTPN6	420	422	483	364	281	933	144	142	181	585	149	128
MIR200C	1	1	0	0	1	1	0	0	0	0	0	2
MIR141	4	10	12	7	11	23	0	0	0	0	0	0
PHB2	1781	1530	2650	1670	1540	4886	961	946	1163	4466	958	908
SCARNA12	8	4	7	12	7	19	3	5	13	38	12	6
EMG1	431	338	691	333	340	1068	340	361	424	1688	413	321
LPCAT3	621	650	964	417	463	1327	227	221	279	1090	253	304
C1S	122	102	105	141	182	385	14	10	12	129	27	94
C1R	81	46	67	98	97	224	11	14	13	65	13	33
C1RL	404	414	576	389	402	1074	86	80	82	407	87	102
C1RL-AS1	77	92	95	86	98	281	17	15	28	114	32	36
RBP5	1	0	0	0	2	4	7	14	11	38	14	12
CLSTN3	690	747	1024	717	614	1883	187	203	190	537	145	176
PEX5	184	165	327	181	162	479	136	111	139	777	241	258
ACSM4	0	0	0	0	0	0	0	0	1	0	0	0
CD163L1	23	6	13	8	12	20	10	7	10	147	36	8
CD163	0	0	1	0	0	0	0	0	0	1	1	0
APOBEC1	0	0	0	0	0	0	0	0	0	0	0	0
GDF3	0	0	0	0	0	0	0	0	0	0	0	0
DPPA3	0	0	0	0	0	0	0	0	0	0	0	0
CLEC4C	0	0	0	0	0	0	0	0	0	0	0	0
NANOGNB	0	0	0	0	0	0	0	0	0	0	0	0
NANOG	0	0	0	0	0	0	0	0	0	0	0	0
SLC2A14	0	2	0	1	0	0	0	1	0	2	0	1
SLC2A3	121	91	181	119	75	240	44	32	38	365	92	107
FOXJ2	508	463	749	426	445	1243	104	108	95	721	148	203
C3AR1	1	4	4	3	0	4	0	0	4	8	4	3
NECAP1	555	485	893	422	462	1495	159	166	276	984	211	272
CLEC4A	0	0	4	0	1	0	0	0	3	12	2	1
POU5F1P3	0	0	0	0	0	0	0	0	1	3	0	0
ZNF705A	2	1	0	0	0	0	0	0	0	0	1	1
FAM66C	4	1	14	6	3	18	2	1	2	6	1	4
FAM90A1	5	1	1	2	1	12	1	0	1	17	2	3
FAM86FP	9	5	19	5	4	16	3	7	9	21	3	11
CLEC6A	0	0	0	0	0	0	0	0	0	0	0	0
CLEC4D	0	0	0	0	0	0	0	0	0	0	0	0
CLEC4E	0	0	0	0	0	0	0	0	0	0	0	0
AICDA	0	0	0	0	0	0	0	0	0	0	0	0
MFAP5	259	171	342	174	211	649	356	376	276	1003	241	585
RIMKLB	411	382	722	362	431	1077	196	216	294	1213	276	359
A2ML1	1487	1267	2156	1259	1280	5239	1579	1714	1516	2485	499	2353
PHC1	110	96	105	90	101	279	33	26	35	114	25	24
M6PR	2149	1830	2769	1733	1911	5170	341	305	398	2637	666	694
KLRG1	4	0	1	0	0	1	0	1	2	3	0	2
LINC00612	0	0	4	0	1	0	2	0	1	1	0	0
A2M-AS1	3	3	0	1	0	12	0	0	1	1	1	0
A2M	2	2	0	1	0	8	1	0	0	1	0	0
PZP	0	0	0	0	0	0	0	0	0	0	0	1
A2MP1	0	0	0	0	0	0	0	0	0	0	0	0
MIR1244-3	0	0	0	0	0	0	0	0	0	0	0	0
MIR1244-2	0	0	0	0	0	0	0	0	0	0	0	0
MIR1244-1	0	0	0	0	0	0	0	0	0	0	0	0
LOC642846	12	24	42	30	22	89	26	28	18	67	6	5
DDX12P	27	19	32	17	14	49	46	39	21	93	15	15
KLRB1	0	0	0	0	0	0	0	0	0	2	0	0
LOC374443	51	39	77	21	31	98	9	5	24	64	9	22
CLEC2D	52	47	64	38	42	101	14	13	33	92	21	25
CLECL1	0	0	0	0	0	3	0	0	0	0	0	0
CD69	0	0	0	0	0	0	0	0	0	0	0	0
KLRF1	0	0	0	0	0	5	0	0	1	3	0	2
CLEC2B	170	209	306	146	169	436	12	13	33	70	20	50
KLRF2	0	0	0	0	0	0	0	0	0	0	0	0
CLEC2A	0	0	0	0	0	0	0	0	0	0	0	0
CLEC12A	0	0	0	0	0	0	0	0	0	1	0	0
CLEC1B	0	0	0	0	0	0	0	0	0	0	0	0
CLEC12B	0	0	0	0	0	4	0	0	0	1	0	1
CLEC9A	0	0	0	0	0	0	0	0	0	0	0	0
CLEC1A	0	1	0	0	0	0	0	0	2	0	0	0
CLEC7A	4	7	5	1	5	9	0	0	0	0	0	4
OLR1	29	41	40	27	41	79	1	1	2	52	10	2
TMEM52B	2	1	1	1	2	8	0	0	0	0	0	1
GABARAPL1	988	867	1488	823	915	2384	121	151	155	905	239	208
KLRD1	1	0	0	1	0	0	0	0	0	0	0	0
KLRK1	0	0	0	0	0	0	0	0	0	0	0	0
KLRC4-KLRK1	0	0	0	0	0	0	0	0	0	0	0	0
KLRC4	1	1	0	0	1	0	0	0	0	0	0	0
KLRC3	5	12	10	12	5	2	0	0	0	0	1	2
KLRC2	1	0	0	1	1	2	0	0	1	7	1	5
KLRC1	0	1	0	0	0	4	0	2	1	0	0	0
MAGOHB	108	76	177	77	90	233	46	56	103	337	59	91
STYK1	72	78	130	75	74	237	41	31	51	174	27	35
TAS2R7	0	0	0	0	0	0	0	0	0	0	1	0
TAS2R8	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R9	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R10	0	1	2	0	0	1	0	0	0	0	0	1
PRH1-PRR4	12	15	24	12	7	28	0	0	0	0	0	0
PRR4	0	0	0	0	0	0	0	0	0	0	0	0
PRH1	0	0	0	0	0	0	0	0	2	2	1	0
TAS2R13	0	0	0	0	0	0	0	0	0	0	0	0
PRH2	0	0	0	0	0	0	0	1	1	5	1	0
TAS2R14	3	1	2	1	1	9	0	0	0	0	0	0
TAS2R50	1	0	0	0	1	0	0	0	0	0	0	0
TAS2R20	6	7	9	3	5	7	2	1	3	12	2	2
TAS2R19	0	0	0	1	0	0	0	1	0	0	2	0
TAS2R31	2	0	0	0	0	0	1	0	0	0	0	0
TAS2R46	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R43	0	0	2	0	0	0	0	0	0	0	0	1
TAS2R30	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R42	0	0	0	0	0	0	0	0	0	0	0	0
PRB3	1	1	0	1	0	0	0	0	0	2	0	0
PRB4	0	0	0	0	0	1	0	0	0	0	0	0
PRB1	2	0	0	0	0	4	1	1	0	1	0	0
PRB2	1	0	0	0	0	0	2	0	0	0	0	0
ETV6	515	544	939	581	521	1733	143	133	103	644	124	115
BCL2L14	5	1	3	3	0	3	0	0	0	0	0	0
LRP6	601	519	1074	513	504	1624	105	121	132	925	237	253
MANSC1	302	290	440	278	268	771	59	76	101	403	93	75
LOH12CR2	10	4	6	2	2	4	0	1	1	7	0	3
DUSP16	360	275	507	323	348	979	134	156	119	715	177	184
CREBL2	295	246	399	207	184	556	71	91	121	652	132	149
GPR19	1	0	8	0	1	0	1	3	1	0	1	0
CDKN1B	131	136	210	121	97	291	56	52	121	461	72	77
APOLD1	18	12	49	13	12	38	10	5	10	60	12	15
MIR613	0	0	0	0	0	0	0	0	0	0	0	0
DDX47	858	652	1165	642	710	2109	298	304	526	1992	483	420
RPL13AP20	7	7	18	16	6	50	3	1	7	25	7	4
GPRC5A	8613	8500	12348	7401	8381	25832	1854	2129	1998	9461	2104	1320
MIR614	92	81	137	116	82	235	35	32	27	285	61	22
GPRC5D	0	0	0	1	1	0	3	2	6	25	7	4
HEBP1	308	302	559	245	287	808	164	196	239	778	147	204
HTR7P1	63	44	73	32	25	98	30	30	22	180	33	37
GSG1	2	0	1	1	0	0	0	0	0	0	1	0
EMP1	1619	1482	2460	1399	1523	5457	1487	1733	1478	5736	1288	1532
GRIN2B	0	0	0	0	0	0	0	0	0	0	0	0
ATF7IP	884	851	1420	748	722	2086	235	240	211	1015	212	304
PLBD1	22	19	33	14	18	59	12	13	14	7	4	17
GUCY2C	1	0	0	0	0	0	0	0	2	15	6	1
HIST4H4	2	6	6	6	5	12	0	1	0	13	4	1
H2AFJ	269	308	513	361	173	601	210	227	302	834	141	329
WBP11	1475	1219	1923	1185	1111	3329	465	434	396	2057	449	539
C12orf60	14	7	17	8	8	26	5	11	31	62	10	26
ART4	0	0	0	0	0	0	0	0	0	0	0	0
MGP	4	0	5	0	3	4	0	1	1	17	2	0
ERP27	27	23	46	21	13	69	9	13	9	37	4	33
ARHGDIB	1581	1139	1868	1094	1119	3872	833	848	794	2817	691	659
PDE6H	0	0	0	0	0	0	0	0	0	0	0	0
RERG	4	5	2	2	3	10	0	1	2	5	1	0
PTPRO	1	1	0	0	0	1	0	0	0	9	1	0
EPS8	397	392	663	254	313	907	74	60	65	564	109	131
STRAP	4000	3204	5230	3110	3536	9257	815	838	1739	8311	1651	2073
DERA	426	375	636	302	376	1028	274	273	334	1372	268	338
SLC15A5	0	0	0	0	0	0	0	0	0	0	0	0
MGST1	3525	3350	5845	2361	2969	8964	1393	1636	2511	9003	1698	2488
LMO3	0	0	5	2	1	6	1	2	0	5	2	2
SKP1P2	0	0	1	0	0	1	0	0	1	3	1	2
MIR3974	0	0	0	0	0	0	0	0	0	0	0	0
RERGL	0	0	1	0	0	2	0	0	0	0	0	0
PIK3C2G	5	7	14	4	2	11	3	1	6	10	1	4
PLCZ1	1	0	0	0	0	0	1	0	0	2	1	0
CAPZA3	0	2	0	0	0	0	0	0	0	0	0	0
PLEKHA5	907	811	1610	628	673	1960	190	229	227	1181	236	274
AEBP2	375	400	691	292	314	866	86	76	127	612	112	170
PDE3A	0	0	0	0	0	0	0	0	0	0	0	0
SLCO1C1	0	0	0	0	0	0	0	0	0	0	0	0
SLCO1B3	2	5	10	0	2	5	1	1	0	3	2	0
SLCO1B7	0	0	0	0	0	0	0	0	0	0	0	0
SLCO1B1	0	0	0	0	0	0	0	0	0	0	0	0
SLCO1A2	0	0	0	0	0	2	0	0	0	0	0	0
IAPP	0	0	0	0	0	0	0	0	0	0	0	0
PYROXD1	117	180	393	176	183	404	52	58	126	686	143	118
RECQL	568	579	1423	535	526	1447	143	129	198	1498	323	342
GOLT1B	141	172	419	172	153	444	104	123	391	1648	208	508
GYS2	0	0	0	0	1	5	0	2	2	4	1	0
LDHB	5341	4359	8091	4468	4723	13592	2512	2552	4611	17039	4046	3677
KCNJ8	1	0	0	0	0	0	0	0	0	1	0	3
ABCC9	41	41	89	23	31	120	14	17	16	131	17	17
CMAS	705	670	1523	833	700	1958	389	413	897	2659	519	788
ST8SIA1	7	6	5	1	7	26	0	2	1	1	2	3
C2CD5	147	168	318	124	158	444	54	64	107	413	77	142
ETNK1	78	96	183	66	60	201	80	123	190	942	149	245
SOX5	0	0	0	0	0	0	0	0	0	0	0	0
MIR920	0	0	0	0	0	0	0	0	0	0	0	0
LINC00477	0	0	0	0	0	0	0	0	0	0	0	0
BCAT1	96	106	198	69	82	261	32	45	100	551	98	83
C12orf77	0	0	0	0	0	0	0	0	0	0	0	0
LRMP	117	94	145	47	60	132	14	10	15	50	15	23
CASC1	5	1	3	2	3	0	1	0	1	0	2	1
KRAS	392	411	809	420	391	990	140	183	231	1358	225	350
MIR4302	0	0	0	0	0	0	0	0	0	0	0	0
RASSF8	158	153	292	130	139	313	42	34	51	408	84	61
BHLHE41	189	202	258	166	160	366	11	9	21	120	22	26
SSPN	7	11	33	14	6	30	3	2	3	38	3	9
ITPR2	505	550	876	406	510	1331	120	92	114	835	163	222
FGFR1OP2	211	172	436	175	173	533	126	114	148	795	157	155
TM7SF3	4219	3930	6275	3122	3522	9331	917	923	1585	5359	1331	2432
MED21	389	306	816	241	258	946	103	142	259	1033	182	249
C12orf71	0	0	2	1	1	0	0	0	0	1	1	0
STK38L	707	684	1239	629	656	1701	156	151	275	1255	222	363
ARNTL2	632	593	1189	714	766	2358	363	395	695	3432	734	439
PPFIBP1	1691	1495	2852	1347	1482	4301	342	361	391	2851	668	647
REP15	13	8	25	14	18	25	5	6	10	34	12	2
MRPS35	400	341	719	422	383	1031	346	324	574	2630	444	658
MANSC4	0	0	0	0	0	0	0	0	0	0	0	0
KLHL42	226	233	392	233	229	713	196	202	187	1215	248	252
PTHLH	12490	11302	17286	11609	12299	35117	4825	5026	5655	25265	5586	5418
CCDC91	272	306	679	288	277	699	85	104	138	767	148	226
FAR2	26	18	40	11	11	69	21	21	29	216	45	44
ERGIC2	419	511	1165	385	444	1102	190	211	322	1256	244	427
OVCH1	0	0	0	0	0	0	0	0	0	0	0	0
TMTC1	121	89	151	125	111	276	36	36	62	144	39	182
IPO8	514	452	976	426	426	1269	191	179	254	1404	301	353
CAPRIN2	689	601	992	599	665	1920	262	233	320	1877	443	205
TSPAN11	0	3	7	0	2	11	0	0	0	0	0	1
DDX11-AS1	5	4	3	1	2	13	2	0	6	4	0	0
DDX11	150	117	205	145	116	381	143	122	90	351	92	56
FLJ13224	0	0	0	0	1	0	0	0	0	5	0	1
DENND5B	113	84	131	83	80	217	30	38	39	207	42	84
DENND5B-AS1	0	0	0	0	0	0	0	0	0	0	0	0
AMN1	50	45	81	47	39	123	21	21	45	193	34	45
H3F3C	4	0	4	3	0	7	0	1	5	18	0	4
KIAA1551	243	326	718	243	253	718	105	92	132	1270	257	256
BICD1	225	176	300	185	184	476	54	70	73	459	75	89
FGD4	281	313	615	240	272	682	107	97	155	819	145	201
DNM1L	1061	993	1966	951	1065	2998	557	554	785	3194	707	856
YARS2	294	269	426	243	236	710	188	202	343	1139	245	234
PKP2	1194	1055	1705	981	963	3104	532	530	515	4575	925	711
SYT10	0	0	0	0	0	0	0	0	0	0	0	0
ALG10	25	11	22	11	9	44	13	14	22	146	12	38
ALG10B	20	24	69	28	30	73	21	26	21	210	36	104
CPNE8	197	164	262	131	139	411	42	56	94	420	75	113
KIF21A	741	560	1091	544	677	1792	206	213	224	1495	340	336
ABCD2	1	0	0	1	0	3	0	0	1	5	2	0
C12orf40	0	0	0	0	0	0	0	0	0	0	0	0
SLC2A13	27	31	80	14	33	44	9	9	17	138	17	34
LRRK2	5	7	14	6	5	7	1	3	4	13	2	5
CNTN1	190	190	405	158	164	491	94	107	159	457	82	185
PDZRN4	0	0	0	0	0	0	0	0	0	0	0	0
GXYLT1	111	98	241	66	80	215	62	42	85	434	77	105
YAF2	77	105	138	61	67	201	52	47	72	278	39	55
ZCRB1	942	1001	1802	696	852	2200	238	230	218	962	187	248
PPHLN1	849	686	1305	599	707	1990	367	336	520	1778	438	414
